fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.2;0.36;0.24;2.2;0.095;19.0;42.0;0.9946;4.07;0.57;15.209999999999999;6
10.2;0.24;0.49;2.4;0.075;10.0;28.0;0.9978;3.64;0.61;13.520000000000001;5
10.5;0.59;0.49;2.1;0.07;14.0;47.0;0.9991;3.8;0.56;12.48;4
10.6;0.34;0.49;3.2;0.078;20.0;78.0;0.9992;3.69;0.7;13.0;6
12.3;0.27;0.49;3.1;0.079;28.0;46.0;0.9993;3.7;0.8;13.26;6
9.9;0.5;0.24;2.3;0.103;6.0;14.0;0.9978;3.84;0.52;13.0;4
8.8;0.44;0.49;2.8;0.083;18.0;111.0;0.9982;3.8;0.6;12.35;5
8.8;0.47;0.49;2.9;0.085;17.0;110.0;0.9982;3.79;0.6;12.740000000000002;5
10.6;0.31;0.49;2.2;0.063;18.0;40.0;0.9976;3.64;0.51;12.740000000000002;6
12.3;0.5;0.49;2.2;0.089;5.0;14.0;1.0002;3.69;0.44;12.48;5
12.3;0.5;0.49;2.2;0.089;5.0;14.0;1.0002;3.69;0.44;12.48;5
11.7;0.49;0.49;2.2;0.083;5.0;15.0;1.0;3.69;0.43;11.959999999999999;5
12.0;0.28;0.49;1.9;0.074;10.0;21.0;0.9976;3.48;0.66;12.870000000000001;7
11.8;0.33;0.49;3.4;0.093;54.0;80.0;1.0002;3.8;0.76;13.91;7
7.6;0.51;0.24;2.4;0.091;8.0;38.0;0.998;3.97;0.66;12.48;6
11.1;0.31;0.49;2.7;0.094;16.0;47.0;0.9986;3.62;1.02;13.78;7
7.3;0.73;0.24;1.9;0.108;18.0;102.0;0.9967;3.76;0.59;12.090000000000002;5
5.0;0.42;0.24;2.0;0.06;19.0;50.0;0.9917;4.220000000000001;0.74;18.2;8
10.2;0.29;0.49;2.6;0.059;5.0;13.0;0.9976;3.55;0.74;13.65;7
9.0;0.45;0.49;2.6;0.084;21.0;75.0;0.9987;3.85;0.57;12.61;5
6.6;0.39;0.49;1.7;0.07;23.0;149.0;0.9922;3.62;0.5;14.950000000000001;6
9.0;0.45;0.49;2.6;0.084;21.0;75.0;0.9987;3.85;0.57;12.61;5
9.9;0.49;0.58;3.5;0.094;9.0;43.0;1.0004;3.79;0.58;11.700000000000001;5
7.9;0.72;0.17;2.6;0.096;20.0;38.0;0.9978;3.9;0.53;12.35;5
8.9;0.595;0.41;7.9;0.086;30.0;109.0;0.9998;3.77;0.57;12.090000000000002;5
12.4;0.4;0.51;2.0;0.059;6.0;24.0;0.9994;3.54;0.6;12.090000000000002;6
11.9;0.58;0.58;1.9;0.071;5.0;18.0;0.998;3.59;0.63;13.0;6
8.5;0.585;0.18;2.1;0.078;5.0;30.0;0.9967;3.7;0.48;12.740000000000002;6
12.7;0.59;0.45;2.3;0.082;11.0;22.0;1.0;3.5;0.7;12.090000000000002;6
8.2;0.915;0.27;2.1;0.088;7.0;23.0;0.9962;3.76;0.47;13.0;4
13.2;0.46;0.52;2.2;0.071;12.0;35.0;1.0006;3.6;0.56;11.700000000000001;6
7.7;0.835;0.0;2.6;0.081;6.0;14.0;0.9975;3.8;0.52;12.090000000000002;5
13.2;0.46;0.52;2.2;0.071;12.0;35.0;1.0006;3.6;0.56;11.700000000000001;6
8.3;0.58;0.13;2.9;0.096;14.0;63.0;0.9984;3.67;0.62;11.83;6
8.3;0.6;0.13;2.6;0.085;6.0;24.0;0.9984;3.81;0.59;11.959999999999999;6
9.4;0.41;0.48;4.6;0.072;10.0;20.0;0.9973;3.84;0.79;15.86;7
8.8;0.48;0.41;3.3;0.092;26.0;52.0;0.9982;3.81;0.53;13.65;6
10.1;0.65;0.37;5.1;0.11;11.0;65.0;1.0026;3.82;0.64;13.520000000000001;6
6.3;0.36;0.19;3.2;0.075;15.0;39.0;0.9956;4.0600000000000005;0.52;16.509999999999998;6
8.8;0.24;0.54;2.5;0.083;25.0;57.0;0.9983;3.89;0.54;11.959999999999999;5
13.2;0.38;0.55;2.7;0.081;5.0;16.0;1.0006;3.48;0.54;12.22;5
7.5;0.64;0.0;2.4;0.077;18.0;29.0;0.9965;3.82;0.6;13.0;6
8.2;0.39;0.38;1.5;0.058;10.0;29.0;0.9962;3.76;0.74;12.740000000000002;5
9.2;0.755;0.18;2.2;0.148;10.0;103.0;0.9969;3.37;1.36;13.26;6
9.6;0.6;0.5;2.3;0.079;28.0;71.0;0.9997;4.0;0.57;12.61;5
9.6;0.6;0.5;2.3;0.079;28.0;71.0;0.9997;4.0;0.57;12.61;5
11.5;0.31;0.51;2.2;0.079;14.0;28.0;0.9982;3.53;0.93;12.740000000000002;6
11.4;0.46;0.5;2.7;0.122;4.0;17.0;1.0006;3.63;0.7;13.26;5
11.3;0.37;0.41;2.3;0.088;6.0;16.0;0.9988;3.59;0.8;12.090000000000002;5
8.3;0.54;0.24;3.4;0.076;16.0;112.0;0.9976;3.77;0.61;12.22;5
8.2;0.56;0.23;3.4;0.078;14.0;104.0;0.9976;3.78;0.62;12.22;5
10.0;0.58;0.22;1.9;0.08;9.0;32.0;0.9974;3.63;0.55;12.35;5
7.9;0.51;0.25;2.9;0.077;21.0;45.0;0.9974;3.99;0.96;15.73;6
6.8;0.69;0.0;5.6;0.124;21.0;58.0;0.9997;3.96;0.72;13.26;5
6.8;0.69;0.0;5.6;0.124;21.0;58.0;0.9997;3.96;0.72;13.26;5
8.8;0.6;0.29;2.2;0.098;5.0;15.0;0.9988;3.86;0.49;11.83;5
8.8;0.6;0.29;2.2;0.098;5.0;15.0;0.9988;3.86;0.49;11.83;5
8.7;0.54;0.26;2.5;0.097;7.0;31.0;0.9976;3.77;0.6;12.090000000000002;6
7.6;0.685;0.23;2.3;0.111;20.0;84.0;0.9964;3.71;0.61;12.090000000000002;5
8.7;0.54;0.26;2.5;0.097;7.0;31.0;0.9976;3.77;0.6;12.090000000000002;6
10.4;0.28;0.54;2.7;0.105;5.0;19.0;0.9988;3.75;0.63;12.35;5
7.6;0.41;0.14;3.0;0.087;21.0;43.0;0.9964;3.82;0.57;13.65;6
10.1;0.935;0.22;3.4;0.105;11.0;86.0;1.001;3.93;0.64;14.690000000000001;4
7.9;0.35;0.21;1.9;0.073;46.0;102.0;0.9964;3.77;0.58;12.35;5
8.7;0.84;0.0;1.4;0.065;24.0;33.0;0.9954;3.77;0.55;12.61;5
9.6;0.88;0.28;2.4;0.086;30.0;147.0;0.9979;3.74;0.53;12.22;5
9.5;0.885;0.27;2.3;0.084;31.0;145.0;0.9978;3.74;0.53;12.22;5
7.7;0.915;0.12;2.2;0.143;7.0;23.0;0.9964;3.85;0.65;13.26;7
8.9;0.29;0.35;1.9;0.067;25.0;57.0;0.997;3.68;1.36;13.39;6
9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.89;0.62;12.22;5
9.5;0.59;0.44;2.3;0.071;21.0;68.0;0.9992;3.96;0.63;12.35;5
9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.89;0.62;12.22;5
9.5;0.59;0.44;2.3;0.071;21.0;68.0;0.9992;3.96;0.63;12.35;5
9.9;0.54;0.45;2.3;0.071;16.0;40.0;0.9991;3.89;0.62;12.22;5
7.8;0.64;0.1;6.0;0.115;5.0;11.0;0.9984;3.87;0.69;13.13;7
7.3;0.67;0.05;3.6;0.107;6.0;20.0;0.9972;3.9;0.63;13.13;5
8.3;0.845;0.01;2.2;0.07;5.0;14.0;0.9967;3.82;0.58;14.3;4
8.7;0.48;0.3;2.8;0.066;10.0;28.0;0.9964;3.83;0.67;14.559999999999999;7
6.7;0.42;0.27;8.6;0.068;24.0;148.0;0.9948;3.66;0.57;14.690000000000001;6
10.7;0.43;0.39;2.2;0.106;8.0;32.0;0.9986;3.39;0.5;12.48;5
9.8;0.88;0.25;2.5;0.104;35.0;155.0;1.001;3.91;0.67;14.559999999999999;5
15.9;0.36;0.65;7.5;0.096;22.0;71.0;0.9976;3.48;0.84;19.37;5
9.4;0.33;0.59;2.8;0.079;9.0;30.0;0.9976;3.62;0.54;15.600000000000001;6
8.6;0.47;0.47;2.4;0.074;7.0;29.0;0.9979;3.58;0.46;12.35;5
9.7;0.55;0.17;2.9;0.087;20.0;53.0;1.0004;3.64;0.61;12.22;5
10.7;0.43;0.39;2.2;0.106;8.0;32.0;0.9986;3.39;0.5;12.48;5
12.0;0.5;0.59;1.4;0.073;23.0;42.0;0.998;3.42;0.68;13.65;7
7.2;0.52;0.07;1.4;0.074;5.0;20.0;0.9973;3.82;0.81;12.48;6
7.1;0.84;0.02;4.4;0.096;5.0;13.0;0.997;3.91;0.57;14.3;4
7.2;0.52;0.07;1.4;0.074;5.0;20.0;0.9973;3.82;0.81;12.48;6
7.5;0.42;0.31;1.6;0.08;15.0;42.0;0.9978;3.81;0.64;11.700000000000001;5
7.2;0.57;0.06;1.6;0.076;9.0;27.0;0.9972;3.86;0.7;12.48;6
10.1;0.28;0.46;1.8;0.05;5.0;13.0;0.9974;3.54;0.79;13.26;6
12.1;0.4;0.52;2.0;0.092;15.0;54.0;1.0;3.53;0.66;13.26;5
9.4;0.59;0.14;2.0;0.084;25.0;48.0;0.9981;3.64;0.56;12.61;5
8.3;0.49;0.36;1.8;0.222;6.0;16.0;0.998;3.68;0.6;12.35;6
11.3;0.34;0.45;2.0;0.082;6.0;15.0;0.9988;3.44;0.66;11.959999999999999;6
10.0;0.73;0.43;2.3;0.059;15.0;31.0;0.9966;3.65;0.57;14.3;5
11.3;0.34;0.45;2.0;0.082;6.0;15.0;0.9988;3.44;0.66;11.959999999999999;6
6.9;0.4;0.24;2.5;0.083;30.0;45.0;0.9959;3.76;0.58;13.0;5
8.2;0.73;0.21;1.7;0.074;5.0;13.0;0.9968;3.7;0.52;12.35;5
9.8;1.24;0.34;2.0;0.079;32.0;151.0;0.998;3.65;0.53;12.35;5
8.2;0.73;0.21;1.7;0.074;5.0;13.0;0.9968;3.7;0.52;12.35;5
10.8;0.4;0.41;2.2;0.084;7.0;17.0;0.9984;3.58;0.67;12.090000000000002;6
9.3;0.41;0.39;2.2;0.064;12.0;31.0;0.9984;3.76;0.65;13.26;5
10.8;0.4;0.41;2.2;0.084;7.0;17.0;0.9984;3.58;0.67;12.090000000000002;6
8.6;0.8;0.11;2.3;0.084;12.0;31.0;0.9979;3.9;0.48;12.870000000000001;5
8.3;0.78;0.1;2.6;0.081;45.0;87.0;0.9983;3.98;0.53;13.0;5
10.8;0.26;0.45;3.3;0.06;20.0;49.0;0.9972;3.63;0.54;12.48;5
13.3;0.43;0.58;1.9;0.07;15.0;40.0;1.0004;3.56;0.49;11.700000000000001;5
8.0;0.45;0.23;2.2;0.094;16.0;29.0;0.9962;3.71;0.49;13.26;6
8.5;0.46;0.31;2.25;0.078;32.0;58.0;0.998;3.83;0.54;12.740000000000002;5
8.1;0.78;0.23;2.6;0.059;5.0;15.0;0.997;3.87;0.56;14.690000000000001;5
9.8;0.98;0.32;2.3;0.078;35.0;152.0;0.998;3.75;0.48;12.22;5
8.1;0.78;0.23;2.6;0.059;5.0;15.0;0.997;3.87;0.56;14.690000000000001;5
7.1;0.65;0.18;1.8;0.07;13.0;40.0;0.997;3.94;0.6;11.83;5
9.1;0.64;0.23;3.1;0.095;13.0;38.0;0.9998;3.78;0.59;12.61;5
7.7;0.66;0.04;1.6;0.039;4.0;9.0;0.9962;3.9;0.47;12.22;5
8.1;0.38;0.48;1.8;0.157;5.0;17.0;0.9976;3.8;1.05;12.22;5
7.4;1.185;0.0;4.25;0.097;5.0;14.0;0.9966;4.13;0.54;13.91;3
9.2;0.92;0.24;2.6;0.087;12.0;93.0;0.9998;3.98;0.54;12.740000000000002;5
8.6;0.49;0.51;2.0;0.422;16.0;62.0;0.9979;3.53;1.17;11.700000000000001;5
9.0;0.48;0.32;2.8;0.084;21.0;122.0;0.9984;3.82;0.62;12.22;5
9.0;0.47;0.31;2.7;0.084;24.0;125.0;0.9984;3.81;0.61;12.22;5
5.1;0.47;0.02;1.3;0.034;18.0;44.0;0.9921;4.4;0.62;16.64;6
7.0;0.65;0.02;2.1;0.066;8.0;25.0;0.9972;3.97;0.67;12.35;6
7.0;0.65;0.02;2.1;0.066;8.0;25.0;0.9972;3.97;0.67;12.35;6
9.4;0.615;0.28;3.2;0.087;18.0;72.0;1.0001;3.81;0.53;12.61;5
11.8;0.38;0.55;2.1;0.071;5.0;19.0;0.9986;3.61;0.62;14.040000000000001;6
10.6;1.02;0.43;2.9;0.076;26.0;88.0;0.9984;3.58;0.57;13.13;6
7.0;0.65;0.02;2.1;0.066;8.0;25.0;0.9972;3.97;0.67;12.35;6
7.0;0.64;0.02;2.1;0.067;9.0;23.0;0.997;3.97;0.67;12.22;6
7.5;0.38;0.48;2.6;0.073;22.0;84.0;0.9972;3.82;0.7;12.48;4
9.1;0.765;0.04;1.6;0.078;4.0;14.0;0.998;3.79;0.54;12.61;4
8.4;1.035;0.15;6.0;0.073;11.0;54.0;0.999;3.87;0.49;12.870000000000001;5
7.0;0.78;0.08;2.0;0.093;10.0;19.0;0.9956;3.9;0.47;13.0;5
7.4;0.49;0.19;3.0;0.077;16.0;37.0;0.9966;3.87;0.51;13.65;5
7.8;0.545;0.12;2.5;0.068;11.0;35.0;0.996;3.84;0.61;15.08;6
9.7;0.31;0.47;1.6;0.062;13.0;33.0;0.9983;3.77;0.66;13.0;6
10.6;1.025;0.43;2.8;0.08;21.0;84.0;0.9985;3.56;0.57;13.13;5
8.9;0.565;0.34;3.0;0.093;16.0;112.0;0.9998;3.88;0.61;12.35;5
8.7;0.69;0.0;3.2;0.084;13.0;33.0;0.9992;3.86;0.45;12.22;5
8.0;0.43;0.36;2.3;0.075;10.0;48.0;0.9976;3.84;0.46;12.22;5
9.9;0.74;0.28;2.6;0.078;21.0;77.0;0.998;3.78;0.51;12.740000000000002;5
7.2;0.49;0.18;2.7;0.069;13.0;34.0;0.9967;3.79;0.48;11.959999999999999;6
8.0;0.43;0.36;2.3;0.075;10.0;48.0;0.9976;3.84;0.46;12.22;5
7.6;0.46;0.11;2.6;0.079;12.0;49.0;0.9968;3.71;0.57;13.0;5
8.4;0.56;0.04;2.0;0.082;10.0;22.0;0.9976;3.72;0.44;12.48;5
7.1;0.66;0.0;3.9;0.086;17.0;45.0;0.9976;3.96;0.54;12.35;5
8.4;0.56;0.04;2.0;0.082;10.0;22.0;0.9976;3.72;0.44;12.48;5
8.9;0.48;0.24;2.85;0.094;35.0;106.0;0.9982;3.6;0.53;11.959999999999999;5
7.6;0.42;0.08;2.7;0.084;15.0;48.0;0.9968;3.71;0.59;13.0;5
7.1;0.31;0.3;2.2;0.053;36.0;127.0;0.9965;3.44;1.62;12.35;5
7.5;1.115;0.1;3.1;0.086;5.0;12.0;0.9958;4.04;0.6;14.559999999999999;4
9.0;0.66;0.17;3.0;0.077;5.0;13.0;0.9976;3.79;0.55;13.520000000000001;5
8.1;0.72;0.09;2.8;0.084;18.0;49.0;0.9994;3.93;0.72;14.43;6
6.4;0.57;0.02;1.8;0.067;4.0;11.0;0.997;3.96;0.68;12.35;5
6.4;0.57;0.02;1.8;0.067;4.0;11.0;0.997;3.96;0.68;12.35;5
6.4;0.865;0.03;3.2;0.071;27.0;58.0;0.995;4.109999999999999;0.49;16.509999999999998;6
9.5;0.55;0.66;2.3;0.387;12.0;37.0;0.9982;3.67;0.67;12.48;5
8.9;0.875;0.13;3.45;0.088;4.0;14.0;0.9994;3.94;0.52;14.950000000000001;5
7.3;0.835;0.03;2.1;0.092;10.0;19.0;0.9966;3.89;0.47;12.48;5
7.0;0.45;0.34;2.7;0.082;16.0;72.0;0.998;4.05;0.6;12.35;5
7.7;0.56;0.2;2.0;0.075;9.0;39.0;0.9987;3.98;0.62;12.090000000000002;5
7.7;0.965;0.1;2.1;0.112;11.0;22.0;0.9963;3.76;0.5;12.35;5
7.7;0.965;0.1;2.1;0.112;11.0;22.0;0.9963;3.76;0.5;12.35;5
8.2;0.59;0.0;2.5;0.093;19.0;58.0;1.0002;4.0;0.65;12.090000000000002;6
9.0;0.46;0.23;2.8;0.092;28.0;104.0;0.9983;3.6;0.56;11.959999999999999;5
9.0;0.69;0.0;2.4;0.088;19.0;38.0;0.999;3.85;0.6;12.090000000000002;5
8.3;0.76;0.29;4.2;0.075;12.0;16.0;0.9965;3.95;0.68;14.950000000000001;6
9.2;0.53;0.24;2.6;0.078;28.0;139.0;0.99788;3.71;0.57;12.35;5
6.5;0.615;0.0;1.9;0.065;9.0;18.0;0.9972;3.96;0.65;11.959999999999999;5
11.6;0.41;0.58;2.8;0.096;25.0;101.0;1.00024;3.63;0.53;13.0;5
11.1;0.39;0.54;2.7;0.095;21.0;101.0;1.0001;3.63;0.51;12.35;5
7.3;0.51;0.18;2.1;0.07;12.0;28.0;0.99768;4.02;0.73;12.35;6
8.2;0.34;0.38;2.5;0.08;12.0;57.0;0.9978;3.8;0.47;11.700000000000001;6
8.6;0.33;0.4;2.6;0.083;16.0;68.0;0.99782;3.8;0.48;12.22;5
7.2;0.5;0.18;2.1;0.071;12.0;31.0;0.99761;4.02;0.72;12.48;6
7.3;0.51;0.18;2.1;0.07;12.0;28.0;0.99768;4.02;0.73;12.35;6
8.3;0.65;0.1;2.9;0.089;17.0;40.0;0.99803;3.79;0.55;12.35;5
8.3;0.65;0.1;2.9;0.089;17.0;40.0;0.99803;3.79;0.55;12.35;5
7.6;0.54;0.13;2.5;0.097;24.0;66.0;0.99785;3.89;0.61;12.22;5
8.3;0.65;0.1;2.9;0.089;17.0;40.0;0.99803;3.79;0.55;12.35;5
7.8;0.48;0.68;1.7;0.415;14.0;32.0;0.99656;3.59;1.06;11.83;6
7.8;0.91;0.07;1.9;0.058;22.0;47.0;0.99525;4.01;0.43;13.91;6
6.3;0.98;0.01;2.0;0.057;15.0;33.0;0.99488;4.1;0.46;14.559999999999999;6
8.1;0.87;0.0;2.2;0.084;10.0;31.0;0.99656;3.75;0.5;12.740000000000002;5
8.1;0.87;0.0;2.2;0.084;10.0;31.0;0.99656;3.75;0.5;12.740000000000002;5
8.8;0.42;0.21;2.5;0.092;33.0;88.0;0.99823;3.69;0.52;11.959999999999999;5
9.0;0.58;0.25;2.8;0.075;9.0;104.0;0.99779;3.73;0.57;12.61;5
9.3;0.655;0.26;2.0;0.096;5.0;35.0;0.99738;3.75;0.42;12.48;5
8.8;0.7;0.0;1.7;0.069;8.0;19.0;0.99701;3.81;0.53;13.0;6
9.3;0.655;0.26;2.0;0.096;5.0;35.0;0.99738;3.75;0.42;12.48;5
9.1;0.68;0.11;2.8;0.093;11.0;44.0;0.99888;3.81;0.55;12.35;6
9.2;0.67;0.1;3.0;0.091;12.0;48.0;0.99888;3.81;0.54;12.35;6
8.8;0.59;0.18;2.9;0.089;12.0;74.0;0.99738;3.64;0.54;12.22;5
7.5;0.6;0.32;2.7;0.103;13.0;98.0;0.99938;3.95;0.62;12.35;5
7.1;0.59;0.02;2.3;0.082;24.0;94.0;0.99744;4.05;0.53;12.61;6
7.9;0.72;0.01;1.9;0.076;7.0;32.0;0.99668;3.89;0.54;12.48;5
7.1;0.59;0.02;2.3;0.082;24.0;94.0;0.99744;4.05;0.53;12.61;6
9.4;0.685;0.26;2.4;0.082;23.0;143.0;0.9978;3.78;0.55;12.22;5
9.5;0.57;0.27;2.3;0.082;23.0;144.0;0.99782;3.77;0.55;12.22;5
7.9;0.4;0.29;1.8;0.157;1.0;44.0;0.9973;3.8;0.92;12.35;6
7.9;0.4;0.3;1.8;0.157;2.0;45.0;0.99727;3.81;0.91;12.35;6
7.2;1.0;0.0;3.0;0.102;7.0;16.0;0.99586;3.93;0.46;13.0;5
6.9;0.765;0.18;2.4;0.243;5.5;48.0;0.99612;3.9;0.6;13.39;6
6.9;0.635;0.17;2.4;0.241;6.0;18.0;0.9961;3.9;0.59;13.39;6
8.3;0.43;0.3;3.4;0.079;7.0;34.0;0.99788;3.86;0.61;13.65;5
7.1;0.52;0.03;2.6;0.076;21.0;92.0;0.99745;4.0;0.6;12.740000000000002;5
7.0;0.57;0.0;2.0;0.19;12.0;45.0;0.99676;3.81;0.6;12.22;6
6.5;0.46;0.14;2.4;0.114;9.0;37.0;0.99732;4.16;0.65;12.740000000000002;5
9.0;0.82;0.05;2.4;0.081;26.0;96.0;0.99814;3.86;0.53;13.0;5
6.5;0.46;0.14;2.4;0.114;9.0;37.0;0.99732;4.16;0.65;12.740000000000002;5
7.1;0.59;0.01;2.5;0.077;20.0;85.0;0.99746;4.05;0.59;12.740000000000002;5
9.9;0.35;0.41;2.3;0.083;11.0;61.0;0.9982;3.71;0.5;12.35;5
9.9;0.35;0.41;2.3;0.083;11.0;61.0;0.9982;3.71;0.5;12.35;5
10.0;0.56;0.24;2.2;0.079;19.0;58.0;0.9991;3.68;0.56;13.13;6
10.0;0.56;0.24;2.2;0.079;19.0;58.0;0.9991;3.68;0.56;13.13;6
8.6;0.63;0.17;2.9;0.099;21.0;119.0;0.998;3.59;0.52;12.090000000000002;5
7.4;0.37;0.43;2.6;0.082;18.0;82.0;0.99708;3.83;0.68;12.61;6
8.8;0.64;0.17;2.9;0.084;25.0;130.0;0.99818;3.73;0.54;12.48;5
7.1;0.61;0.02;2.5;0.081;17.0;87.0;0.99745;3.98;0.6;12.61;6
7.7;0.6;0.0;2.6;0.055;7.0;13.0;0.99639;3.88;0.56;14.040000000000001;5
10.1;0.27;0.54;2.3;0.065;7.0;26.0;0.99531;3.67;0.53;16.25;6
10.8;0.89;0.3;2.6;0.132;7.0;60.0;0.99786;3.49;1.18;13.26;5
8.7;0.46;0.31;2.5;0.126;24.0;64.0;0.99746;3.6;0.74;12.48;5
9.3;0.37;0.44;1.6;0.038;21.0;42.0;0.99526;3.74;0.81;14.040000000000001;7
9.4;0.5;0.34;3.6;0.082;5.0;14.0;0.9987;3.79;0.52;13.91;6
9.4;0.5;0.34;3.6;0.082;5.0;14.0;0.9987;3.79;0.52;13.91;6
7.2;0.61;0.08;4.0;0.082;26.0;108.0;0.99641;3.75;0.51;12.22;5
8.6;0.55;0.09;3.3;0.068;8.0;17.0;0.99735;3.73;0.44;13.0;5
5.1;0.585;0.0;1.7;0.044;14.0;86.0;0.99264;4.0600000000000005;0.94;16.77;7
7.7;0.56;0.08;2.5;0.114;14.0;46.0;0.9971;3.74;0.66;12.48;6
8.4;0.52;0.22;2.7;0.084;4.0;18.0;0.99682;3.76;0.57;12.870000000000001;6
8.2;0.28;0.4;2.4;0.052;4.0;10.0;0.99356;3.83;0.7;16.64;7
8.4;0.25;0.39;2.0;0.041;4.0;10.0;0.99386;3.77;0.71;16.25;7
8.2;0.28;0.4;2.4;0.052;4.0;10.0;0.99356;3.83;0.7;16.64;7
7.4;0.53;0.12;1.9;0.165;4.0;12.0;0.99702;3.76;0.86;11.959999999999999;5
7.6;0.48;0.31;2.8;0.07;4.0;15.0;0.99693;3.72;0.55;13.39;6
7.3;0.49;0.1;2.6;0.068;4.0;14.0;0.99562;3.8;0.47;13.65;5
12.9;0.5;0.55;2.8;0.072;7.0;24.0;1.00012;3.59;0.68;14.170000000000002;6
10.8;0.45;0.33;2.5;0.099;20.0;38.0;0.99818;3.74;0.71;14.040000000000001;5
6.9;0.39;0.24;2.1;0.102;4.0;7.0;0.99462;3.94;0.58;14.82;4
12.6;0.41;0.54;2.8;0.103;19.0;41.0;0.99939;3.71;0.76;14.690000000000001;6
10.8;0.45;0.33;2.5;0.099;20.0;38.0;0.99818;3.74;0.71;14.040000000000001;5
9.8;0.51;0.19;3.2;0.081;8.0;30.0;0.9984;3.73;0.58;13.65;6
10.8;0.29;0.42;1.6;0.084;19.0;27.0;0.99545;3.78;0.73;15.47;6
7.1;0.715;0.0;2.35;0.071;21.0;47.0;0.99632;3.79;0.45;12.22;5
9.1;0.66;0.15;3.2;0.097;9.0;59.0;0.99976;3.78;0.54;12.48;5
7.0;0.685;0.0;1.9;0.099;9.0;22.0;0.99606;3.84;0.6;12.61;5
4.9;0.42;0.0;2.1;0.048;16.0;42.0;0.99154;4.21;0.74;18.2;7
6.7;0.54;0.13;2.0;0.076;15.0;36.0;0.9973;4.109999999999999;0.64;12.740000000000002;5
6.7;0.54;0.13;2.0;0.076;15.0;36.0;0.9973;4.109999999999999;0.64;12.740000000000002;5
7.1;0.48;0.28;2.8;0.068;6.0;16.0;0.99682;3.74;0.53;13.39;5
7.1;0.46;0.14;2.8;0.076;15.0;37.0;0.99624;3.86;0.49;13.91;5
7.5;0.27;0.34;2.3;0.05;4.0;8.0;0.9951;3.9;0.64;14.3;7
7.1;0.46;0.14;2.8;0.076;15.0;37.0;0.99624;3.86;0.49;13.91;5
7.8;0.57;0.09;2.3;0.065;34.0;45.0;0.99417;3.96;0.74;16.509999999999998;8
5.9;0.61;0.08;2.1;0.071;16.0;24.0;0.99376;4.0600000000000005;0.77;14.43;6
7.5;0.685;0.07;2.5;0.058;5.0;9.0;0.99632;3.88;0.55;14.170000000000002;4
5.9;0.61;0.08;2.1;0.071;16.0;24.0;0.99376;4.0600000000000005;0.77;14.43;6
10.4;0.44;0.42;1.5;0.145;34.0;48.0;0.99832;3.88;0.86;12.870000000000001;3
11.6;0.47;0.44;1.6;0.147;36.0;51.0;0.99836;3.88;0.86;12.870000000000001;4
8.8;0.685;0.26;1.6;0.088;16.0;23.0;0.99694;3.82;0.47;12.22;5
7.6;0.665;0.1;1.5;0.066;27.0;55.0;0.99655;3.89;0.51;12.090000000000002;5
6.7;0.28;0.28;2.4;0.012;36.0;100.0;0.99064;3.76;0.39;15.209999999999999;7
6.7;0.28;0.28;2.4;0.012;36.0;100.0;0.99064;3.76;0.39;15.209999999999999;7
10.1;0.31;0.35;1.6;0.075;9.0;28.0;0.99672;3.74;0.83;14.559999999999999;7
6.0;0.5;0.04;2.2;0.092;13.0;26.0;0.99647;3.96;0.47;13.0;5
11.1;0.42;0.47;2.65;0.085;9.0;34.0;0.99736;3.74;0.77;15.73;7
6.6;0.66;0.0;3.0;0.115;21.0;31.0;0.99629;3.95;0.63;13.39;5
10.6;0.5;0.45;2.6;0.119;34.0;68.0;0.99708;3.73;0.72;14.170000000000002;6
7.1;0.685;0.35;2.0;0.088;9.0;92.0;0.9963;3.78;0.62;12.22;5
9.9;0.25;0.46;1.7;0.062;26.0;42.0;0.9959;3.68;0.83;13.78;6
6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.99689;4.09;0.66;12.740000000000002;5
6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.99689;4.09;0.66;12.740000000000002;5
7.4;0.68;0.16;1.8;0.078;12.0;39.0;0.9977;4.0;0.7;12.870000000000001;6
6.4;0.64;0.21;1.8;0.081;14.0;31.0;0.99689;4.09;0.66;12.740000000000002;5
6.4;0.63;0.21;1.6;0.08;12.0;32.0;0.99689;4.08;0.66;12.740000000000002;5
9.3;0.43;0.44;1.9;0.085;9.0;22.0;0.99708;3.78;0.55;12.35;5
9.3;0.43;0.44;1.9;0.085;9.0;22.0;0.99708;3.78;0.55;12.35;5
8.0;0.42;0.32;2.5;0.08;26.0;122.0;0.99801;3.72;1.07;12.61;5
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.97;0.73;14.170000000000002;6
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.97;0.73;14.170000000000002;6
7.6;0.735;0.02;2.5;0.071;10.0;14.0;0.99538;4.01;0.71;15.209999999999999;7
9.3;0.36;0.39;1.5;0.08;41.0;55.0;0.99652;3.97;0.73;14.170000000000002;6
8.2;0.26;0.34;2.5;0.073;16.0;47.0;0.99594;3.9;0.78;14.690000000000001;7
11.7;0.28;0.47;1.7;0.054;17.0;32.0;0.99686;3.65;0.67;13.78;7
